,created_at,likes,retweets,source,text
125,2019-10-19 16:07:41,21488.0,3404.0,Twitter Web App,"Spreading the thoughts of Mahatma Gandhi through cinema, ensuring more youngsters are well-acquainted with the idea… https://t.co/eJLTfH8KO7"
126,2019-10-19 15:34:04,26819.0,6241.0,Twitter Media Studio,"The film fraternity comes together to pay tributes to Mahatma Gandhi!

#ChangeWithin is an excellent effort, which… https://t.co/uimmrnlFwk"
127,2019-10-19 11:08:21,11801.0,1973.0,Twitter Web App,"Glimpses from today's rallies in Sirsa and Rewari. 

I am confident the people of Haryana will bless the BJP yet ag… https://t.co/t1ihBs0oic"
128,2019-10-19 11:02:08,9257.0,2011.0,Twitter Media Studio,"Ever heard of anything ‘temporary’ lasting 7 decades?

Misdeeds of Congress in Kashmir eroded the Sufi tradition of… https://t.co/AhoH9V5Xuo"
129,2019-10-19 11:00:41,9169.0,1819.0,Twitter Media Studio,हमें अपनी सैन्य शक्ति और पुलिसकर्मियों की बहादुरी पर हमेशा गर्व रहा है। यही कारण है कि हमारी सरकार ने उनके कल्याण… https://t.co/lF7g2dg9fb
130,2019-10-19 11:00:26,9413.0,1855.0,Twitter Media Studio,"Six years ago, I had come to Rewari as the newly appointed PM candidate of my Party. That time I had made a set of… https://t.co/wsjgdMTNG8"
131,2019-10-19 10:59:37,12509.0,2223.0,Twitter Media Studio,"अपने स्वार्थ के लिए लोगों को बांटना, उनका फायदा उठाना, कांग्रेस और उसके जैसे दलों की पुरानी आदत रही है।

इन लोगों… https://t.co/awwc0szusF"
132,2019-10-19 10:59:06,8063.0,1592.0,Twitter Media Studio,Here is one thing I am very proud our Government has got the honour of doing. Have a look. https://t.co/5GqNIKSOjS
133,2019-10-19 09:01:05,12769.0,2432.0,Periscope,It is always special to be in Rewari. Watch my speech. https://t.co/bCbmheJemt
134,2019-10-19 06:32:52,11492.0,2159.0,Periscope,Sirsa is home to exceptional and warm-hearted people. It’s an honour to serve them. Watch from Ellenabad https://t.co/wKYJnODZce
135,2019-10-18 17:48:28,16783.0,2536.0,Twitter for iPhone,"Thank you Mumbai!

Today’s rally, like the others across Maharashtra, indicates the people’s mood. 

We seek anothe… https://t.co/VSJyKkqUJa"
136,2019-10-18 15:52:44,17895.0,3058.0,Twitter Media Studio,"हमारी सरकार के काम करने का तरीका है- हम जो संकल्प लेते हैं, उसे सिद्ध करते हैं। 

#पुन्हा_आणूया_आपले_सरकार… https://t.co/qbEQLm1dbw"
137,2019-10-18 15:50:47,11136.0,2244.0,Twitter Media Studio,"It is a dream of every Indian to have his or her own house. 

Our Government is ensuring that the dream of ‘Housing… https://t.co/SrdiKQoQQa"
138,2019-10-18 15:49:58,7398.0,1664.0,Twitter Media Studio,"Our focus is to create a nation of job creators. 

From the earlier burden of red tape, there is a red carpet for i… https://t.co/GkClGbylcZ"
139,2019-10-18 15:48:39,8007.0,1691.0,Twitter Media Studio,"Mumbai, a city that has contributed so much to our nation. 

This dynamic city, our financial capital is also home… https://t.co/b8CWN5h5A4"
140,2019-10-18 14:39:02,10900.0,2215.0,Periscope,Addressing a rally in Mumbai. Watch my speech. https://t.co/AXtxPGJhrX
141,2019-10-18 13:24:25,31508.0,3011.0,Twitter for iPhone,"Reached Mumbai. About to address a rally in this vibrant city. 

Here’s a photo of the spectacular sky while on the… https://t.co/ujrUg3VZr6"
142,2019-10-18 11:06:30,6846.0,1487.0,Twitter for iPhone,"Great fervour in Gohana and Hisar. 

The mood on the ground favours the development oriented policies of BJP. 

Har… https://t.co/o1uUjgf7Tv"
143,2019-10-18 11:00:54,6996.0,1523.0,Twitter Media Studio,"सोनीपत को उद्यम और उद्यमियों का हब बनाने का प्रयास जारी है।

इसलिए आधुनिक इन्फ्रास्ट्रक्चर का निर्माण तेज गति से हो… https://t.co/KW1OvOaIgj"
144,2019-10-18 10:59:22,12019.0,2509.0,Twitter Media Studio,"एक तरफ दर्द, दूसरी तरफ हमदर्द!

ये है कांग्रेस की कहानी… भारतीय सेना का अपमान करो, उनका मजाक उड़ाओ और उन्हीं के दा… https://t.co/b90DXw0DQe"
145,2019-10-18 10:57:12,8426.0,1745.0,Twitter Media Studio,"सोनीपत का मतलब ही है: किसान, जवान और पहलवान!

लोकसभा चुनावों में सोनीपत और हरियाणा ने बड़े-बड़ों का अहंकार मिट्टी… https://t.co/wPlvgQVcOZ"
146,2019-10-18 10:55:47,7035.0,1464.0,Twitter Media Studio,कर्मठ किसानों के कल्याण के लिए हम प्रतिबद्ध हैं। https://t.co/yzvNktF4uR
147,2019-10-18 10:54:23,9922.0,1921.0,Twitter Media Studio,"आज हरियाणा में अगर भाजपा के पक्ष में अभूतपूर्व समर्थन दिख रहा है, तो उसके पीछे 5 वर्षों के हमारे काम भी हैं और हमा… https://t.co/X1QzQ1sbXC"
148,2019-10-18 09:09:08,8689.0,1875.0,Periscope,"Talking about the BJP’s development agenda in Hisar, Haryana. Have a look. https://t.co/NEmwiMEYCl"
149,2019-10-18 07:25:01,12926.0,2533.0,Periscope,Speaking at a massive rally in Gohana. Watch. https://t.co/5voDRUh8ed
150,2019-10-17 17:27:13,12603.0,2094.0,Twitter for iPhone,"Humbled by the affection in Pune, a city of immense energy and vibrancy. 

It is the place from where several socia… https://t.co/jzJTlVuHPL"
151,2019-10-17 17:23:30,29148.0,5527.0,Twitter Media Studio,I kept saying that those who looted the poor will be punished for their misdeeds. That time opposition leaders mock… https://t.co/kBf1lw9lqw
152,2019-10-17 17:16:25,17744.0,3229.0,Twitter Media Studio,"जितनी बड़ी अर्थव्यवस्था होगी, उतनी तेजी से हम गरीबी को हरा पाएंगे।

जितनी बड़ी अर्थव्यवस्था होगी, उतनी ही तेजी से म… https://t.co/tic3YFJOeY"
153,2019-10-17 17:16:03,11822.0,2528.0,Twitter Media Studio,"The decisions on Articles 370 and 35(A) will:

Further integration.

Boost inclusion.

Begin industrial growth for… https://t.co/MCflDPgqD0"
154,2019-10-17 14:01:24,22450.0,2955.0,Twitter for iPhone,Prayed at the Shree Vaijnath Jyotirling Devsthan in Parli. Feeling blessed. 🙏🏼 https://t.co/8wc4dEV0xo
155,2019-10-17 13:48:26,9597.0,1884.0,Twitter for iPhone,"Beed and Satara have showered me with immense affection! 

Today’s rallies in these two places were memorable. Elab… https://t.co/5lBWn4dfDH"
156,2019-10-17 13:43:36,8254.0,1841.0,Twitter Media Studio,"हमने अपनी कार्यशक्ति के दम पर, जमीन पर जनहित-जनकल्याण के कार्यक्रम उतारे और कांग्रेस-एनसीपी अपनी स्वार्थशक्ति की वज… https://t.co/CQ6RjPP4Wo"
157,2019-10-17 13:41:43,15697.0,2690.0,Twitter Media Studio,"आज जब बीड आया हूं तो मुझे मेरे मित्र गोपीनाथ मुंडे जी की बहुत याद आई। 

चाहे कनेक्टिविटी हो या पर्यटन को बढ़ावा दे… https://t.co/AoRxpM9l2y"
158,2019-10-17 13:37:14,15828.0,2911.0,Twitter Media Studio,"बीते 5 वर्ष अगर घर, गैस, बिजली, शौचालय जैसी व्यवस्था के लिए थे, तो आने वाले 5 वर्षों का सबसे बड़ा संकल्प हमने पानी… https://t.co/sRI1D9qejn"
159,2019-10-17 12:48:54,11959.0,2451.0,Periscope,Euphoric atmosphere here in Pune. Watch my speech. https://t.co/0aqGrxCWsP
160,2019-10-17 10:35:27,15261.0,3032.0,Periscope,We are working tirelessly to fulfil the dreams of Shivaji Maharaj. Watch from Satara. https://t.co/dZm6XO9tfq
161,2019-10-17 06:59:14,12919.0,2530.0,Periscope,The bond between Beed and BJP can never be broken! Watch from Parli. https://t.co/d1kA2xjHVu
162,2019-10-17 06:22:06,4394.0,660.0,Twitter for iPhone,أشعر بالقلق إزاء خبر حادث حافلة قرب مكة في المملكة العربية السعودية. أقدم واجب العزاء لأسر الذين فقدوا حياتهم. وأدعو الشفاء العاجل للجرحى.
163,2019-10-17 03:46:05,34052.0,4467.0,Twitter for iPhone,"Extremely adorable! 

Do convey my blessings to young Nihal. Wishing him the very best, in whatever he seeks to do.… https://t.co/in2tuAfimg"
164,2019-10-17 03:28:07,22561.0,2958.0,Twitter for iPhone,Anguished by the news of a bus crash near Mecca in Saudi Arabia. Condolences to the families of those who lost thei… https://t.co/dL5bZQEuzg
165,2019-10-16 15:09:17,20479.0,3675.0,Twitter Media Studio,Congress and NCP gave a free hand to the real estate mafia. The NDA has always protected those who suffered due to… https://t.co/R4FqZaB1jZ
166,2019-10-16 15:08:23,8923.0,1729.0,Twitter Media Studio,Harnessing the blue economy for Maharashtra‘s and India’s progress. https://t.co/I8ibnNXsFA
167,2019-10-16 15:06:20,15591.0,2293.0,Twitter for iPhone,"Thank you Panvel! Today’s rally was excellent, with people from all walks of life joining the programme. https://t.co/vSzxFhU5Ft"
168,2019-10-16 12:56:18,9092.0,1775.0,Twitter for iPhone,"Different places, same spirit, same vibrancy! 

Have a look at these pictures from today’s rallies in Akola and Jal… https://t.co/PktGcez5mn"
169,2019-10-16 12:51:59,10264.0,2035.0,Twitter Media Studio,"भाजपा और महायुति की सरकार ने जो भी योजनाएं बनाई हैं, वो सर्वव्यापी हैं, सर्वसमावेशी हैं, सबका भला करने वाली हैं। https://t.co/czDkSATEuh"
170,2019-10-16 12:50:26,11001.0,2006.0,Twitter Media Studio,"हमारा सपना - सूखामुक्त भारत, सूखामुक्त जालना। https://t.co/iVSKFDYygj"
171,2019-10-16 12:49:05,7325.0,1569.0,Twitter Media Studio,"मराठवाड़ा से कांग्रेस के कई मुख्यमंत्री हुए, लेकिन पार्टी ने हमेशा इस क्षेत्र को उपेक्षित रखा। 

यह एनडीए है, जिसने… https://t.co/7smzKfsXJm"
172,2019-10-16 12:48:14,13920.0,2815.0,Twitter Media Studio,Congress finally admits- it needs lessons in nationalism! https://t.co/nKqGRV683b
173,2019-10-16 11:05:18,13015.0,2605.0,Periscope,Top INC-NCP leaders are going to be defeated! People want NDA again. Watch from Panvel. https://t.co/Pg94tkLUs2
174,2019-10-16 07:54:09,12669.0,2374.0,Periscope,People in Jalna are happy with the work of the NDA Government. They’ll vote for us again! Watch. https://t.co/FZkeBmtyrk
175,2019-10-16 05:55:12,16192.0,3043.0,Periscope,Come to Akola to see the wide support for BJP! https://t.co/ZJYrotIr1L
176,2019-10-16 02:39:00,19678.0,2245.0,Twitter for iPhone,"ଓଡିଶାର ମୁଖ୍ୟମନ୍ତ୍ରୀ ଶ୍ରୀ ନବୀନ ପଟ୍ଟନାୟକଜୀଙ୍କୁ  ଜନ୍ମ ଦିନର ଶୁଭେଚ୍ଛା । ତାଙ୍କର ଦୀର୍ଘ ଓ ନିରାମୟ ଜୀବନ କାମନା କରୁଛି ।

Greeti… https://t.co/XyfkNovEz2"
177,2019-10-15 15:17:52,11024.0,2176.0,Twitter Media Studio,"स्वरोजगार को बढ़ावा देने के लिए सरकार हर प्रयास कर रही है। इसकी वजह से, विशेष तौर पर टूरिज्म के क्षेत्र में युवाओं… https://t.co/JaARqu4xQV"
178,2019-10-15 15:17:43,10360.0,2053.0,Twitter Media Studio,"राष्ट्रहित में, हरियाणा के हित में जो भी उचित होगा, उसके लिए हम डंके की चोट पर फैसले लेंगे। https://t.co/3Okaa1GzQG"
179,2019-10-15 15:17:31,25265.0,4415.0,Twitter Media Studio,"जब-जब, जिस-जिस बात को लेकर देश खुश होता है, उस-उस बात को लेकर कांग्रेस के नेताओं को तकलीफ होने लगती है। https://t.co/Z6359t1zAy"
180,2019-10-15 15:17:20,13288.0,2516.0,Twitter Media Studio,"Through the power of their vote, the people of Haryana will give a befitting reply to Congress for giving priority… https://t.co/A2rqa97pRJ"
181,2019-10-15 15:16:19,7658.0,1639.0,Twitter Media Studio,"Haryana's Nari Shakti is excelling in all fields.

The Central Government and Haryana Government are undertaking nu… https://t.co/rnH1dNvCGY"
182,2019-10-15 15:15:20,7155.0,1503.0,Twitter Web App,"Campaigned in Dadri and Kurukshetra. 

These pictures indicate the strong support for @BJP4Haryana. 

People from a… https://t.co/y7mEWUx3NN"
183,2019-10-15 09:26:09,13515.0,2608.0,Periscope,Speaking in Kurukshetra. Watch my speech. https://t.co/WP4yQh7jqk
184,2019-10-15 07:19:06,14105.0,2738.0,Periscope,The mood in Haryana favours BJP’s development agenda. Watch from Dadri. https://t.co/fhuFkvBmVz
185,2019-10-15 02:53:56,8781.0,1898.0,Twitter for iPhone,"This month’s #MannKiBaat will take place on 27th October, which is also the day of Diwali. 

Share your inputs for… https://t.co/SFRaL9qKWD"
186,2019-10-15 02:50:48,10326.0,2329.0,Twitter for iPhone,"An important milestone in the journey of creating a healthy India!

It would make every Indian proud that in a year… https://t.co/5Y5TUYCVVM"
187,2019-10-15 02:48:24,10478.0,1404.0,Twitter for iPhone,Birthday wishes to @DrMNPandeyMP Ji. He is working tirelessly to enhance skill development opportunities for India’… https://t.co/55o9IMPNTM
188,2019-10-15 02:47:46,12271.0,1690.0,Twitter for iPhone,"Greetings to @naqvimukhtar Ji on his birthday. Naqvi Ji has always been a hardworking leader, who has served the Pa… https://t.co/c0ZOJ45uIs"
189,2019-10-15 02:46:51,35228.0,6939.0,Twitter Media Studio,डॉ. एपीजे अब्दुल कलाम जी को उनकी जयंती पर विनम्र श्रद्धांजलि। उन्होंने 21वीं सदी के सक्षम और समर्थ भारत का सपना दे… https://t.co/3x0rYbrUWD
190,2019-10-14 16:51:25,25668.0,2995.0,Twitter for iPhone,"Earlier today, had a very good meeting with King Willem-Alexander and Queen Maxima of the Netherlands. We had exten… https://t.co/sLVSH2vpue"
191,2019-10-14 14:59:31,18596.0,3325.0,Twitter Media Studio,हरियाणा में सरकारी भर्ती का मतलब पहले होता था- रिश्वतखोरी और युवाओं से लूट। नौकरियों के लिए जितने तरह के खेल होते… https://t.co/9ctBbb8BkY
192,2019-10-14 14:58:15,12859.0,2608.0,Twitter Media Studio,"देश की राय साफ है। अब सिर्फ विरोध और प्रतिरोध की राजनीति नहीं चलेगी।

विकास की राजनीति ही जनता की पसंद है। https://t.co/uKux9SN5kD"
193,2019-10-14 14:57:59,12059.0,2344.0,Twitter Media Studio,आर्टिकल 370 के कारण दलितों के साथ अन्याय हो रहा था। https://t.co/RyrzBhXr62
194,2019-10-14 14:55:54,12433.0,2763.0,Twitter Media Studio,"कुछ लोग आर्टिकल 370 के फैसले पर सवाल उठा रहे हैं, विदेशों में जाकर मदद मांग रहे हैं।

अगर उनको आर्टिकल 370 और 35 A… https://t.co/oT9TQvGzUz"
195,2019-10-14 14:55:05,10697.0,2176.0,Twitter Media Studio,"Five years ago, the Congress mocked us and asked- who is your captain in Haryana. 

Today, we not only have a capta… https://t.co/GIjkXh6Nnx"
196,2019-10-14 13:44:44,18154.0,1865.0,Twitter for iPhone,I also congratulate Esther Duflo and Michael Kremer for wining the prestigious Nobel.
197,2019-10-14 13:44:43,43994.0,5540.0,Twitter for iPhone,Congratulations to Abhijit Banerjee on being conferred the 2019 Sveriges Riksbank Prize in Economic Sciences in Mem… https://t.co/5XfZ4BF1Os
198,2019-10-14 10:29:19,15407.0,2907.0,Periscope,Haryana supports BJP’s development agenda. Watch from Ballabhgarh. https://t.co/iW6ZikirWI
199,2019-10-13 17:19:38,44569.0,8022.0,Twitter Media Studio,विपक्ष को चुनौती है कि यदि हिम्मत है तो स्पष्टता के साथ देश के सामने आए और अपने घोषणापत्र में ये ऐलान करे कि वो एक… https://t.co/u7zjw0p2x4
